,100nM,1000nM,pred
17617,9.16,12.08,5.6730284947276095
17618,0.0,1.58,5.51051103886605
17619,2.32,8.78,5.278162706973069
17620,6.82,9.02,5.276953844167752
17621,3.21,4.5,5.219029726684865
17622,3.59,6.06,5.227374827787338
17623,5.76,6.82,5.2620425780636335
17624,0.0,2.91,5.78133709336849
17625,2.92,6.68,5.259259698339317
17626,0.0,0.02,5.231674855421404
17627,8.06,5.84,5.224456181285795
17628,0.0,0.0,5.526940342393932
17629,0.16,2.84,5.218348899702772
17630,7.22,40.275,6.496742447634718
17631,1.53,3.03,5.216934629577281
17632,2.4,5.73,5.239497543965294
17633,0.0,2.71,5.476218300515764
17634,2.02,56.85,6.740965040940828
17635,4.78,3.59,5.219029726684865
17636,1.3,1.57,5.209686085141553
17637,32.63,77.22,7.377030070887888
17638,0.42,0.0,5.24204182040656
17639,4.96,6.47,5.238037932918122
17640,2.17,2.25,5.214567240486822
17641,1.05,2.86,5.224807557061028
17642,3.0,3.73,5.247064493989758
17643,5.58,2.0949999999999998,5.214981886450523
17644,3.59,14.12,5.6961837837243054
17645,9.17,12.033333333333333,5.6730284947276095
17646,2.34,2.81,5.229436527345647
17647,0.0,4.25,5.782519042003302
17648,2.79,1.57,5.223096720519661
17649,1.44,2.24,5.21206022250751
17650,1.24,2.36,5.21206022250751
17651,2.66,2.7,5.219715054581991
17652,0.0,2.0,5.369385758691981
17653,3.13,3.25,5.223116764180956
17654,3.37,0.68,5.276734802331993
17655,5.05,4.35,5.219029726684865
17656,5.44,2.77,5.217313811167691
17657,3.02,4.46,5.219029726684865
17658,3.3285714285714287,2.486666666666667,5.214981886450523
17659,0.6700000000000002,1.6675,5.207330895932625
17660,4.84,1.86,5.222116783856332
17661,0.0,0.0,5.261723714552761
17662,2.39,1.59,5.232818193283317
17663,1.67,4.39,5.213817806385961
17664,0.31,0.0,5.231025941301526
17665,4.61,3.27,5.223116764180956
17666,3.17,0.53,5.276734802331993
17667,0.1,2.19,5.220593387344641
17668,0.0,0.76,5.366320114129816
17669,3.21,3.35,5.223116764180956
17670,2.64,6.66,5.246745697552709
17671,0.0,1.12,5.3624696154538976
17672,1.995,1.255,5.241029346473075
17673,3.526666666666667,5.484999999999999,5.223386633135093
17674,1.9,4.26,5.216444277324657
17675,4.74,4.74,5.219029726684865
17676,4.54,7.92,5.287908529800872
17677,6.56,8.15,5.276953844167752
17678,2.15,3.62,5.218615080721165
17679,0.0,4.23,5.226050951032157
17680,2.356666666666667,2.5825,5.229436527345647
17681,1.07,0.89,5.2220916741114305
17682,7.42,4.6,5.219029726684865
17683,2.28,2.36,5.214567240486822
17684,0.0,6.45,5.302433350335574
17685,3.45,2.2,5.214981886450523
17686,3.435,6.390000000000001,5.238037932918122
17687,3.81,0.35,5.303612392545175
17688,5.165,5.2575,5.223386633135093
17689,4.97,4.28,5.219029726684865
17690,1.5,2.09,5.210638915756541
17691,1.44,1.2,5.223414653333832
17692,1.95,4.12,5.216444277324657
17693,5.3,6.72,5.244344454138409
17694,0.0,3.24,5.39642769415337
17695,6.52,4.25,5.219029726684865
17696,1.31,0.33,5.216790198589661
17697,2.03,0.13,5.301776439830506
17698,0.94,1.72,5.214695990994724
17699,1.81,0.0,5.305567698005722
17700,3.28,3.91,5.219029726684865
17701,3.91,4.05,5.219029726684865
17702,2.87,0.53,5.277714738995323
17703,2.83,3.84,5.2214309700991635
17704,8.38,6.54,5.2351192864165785
17705,2.82,3.06,5.222257536934594
17706,0.0,0.0,5.738355252137683
17707,0.0,0.0,6.1077413529482625
17708,1.15,1.34,5.21732527852248
17709,0.91,1.4,5.2152303239254785
17710,7.64,8.25,5.276953844167752
17711,0.19,0.0,5.258757405956424
17712,5.73,7.03,5.396761517461292
17713,0.8400000000000001,4.52,5.214773166563209
17714,1.84,0.02,5.305567698005722
17715,0.34,3.68,5.217774558864052
17716,3.44,3.77,5.219029726684865
17717,4.32,6.72,5.244344454138409
17718,2.95,4.27,5.233944970885774
17719,3.43,4.03,5.219029726684865
17720,0.45,0.39,5.217436401681577
17721,0.33,0.0,5.2233984632533
17722,2.29,2.38,5.214567240486822
17723,0.0,0.0,5.869362798382647
17724,1.98,3.63,5.218615080721165
17725,8.3,5.37,5.223386633135093
17726,1.35,0.53,5.214986813661258
17727,2.15,1.63,5.220280831141662
17728,2.2,4.71,5.218615080721165
17729,2.05,4.32,5.218615080721165
17730,2.43,2.03,5.215961823113853
17731,0.0,0.0,5.298156819046047
17732,0.77,5.09,5.219130073013438
17733,0.62,0.0,5.250445930083812
17734,4.93,4.4,5.219029726684865
17735,0.0,0.59,5.511613922469445
17736,2.18,2.92,5.219441647556594
17737,3.45,4.85,5.219029726684865
17738,5.22,2.9,5.217313811167691
17739,1.16,3.75,5.224233216222309
17740,4.44,1.93,5.222116783856332
17741,2.27,1.26,5.241029346473075
17742,5.7,1.99,5.222116783856332
17743,5.43,3.1,5.219856293520293
17744,2.02,1.28,5.232210478868154
17745,1.53,4.13,5.213817806385961
17746,1.44,1.37,5.210220418072307
17747,0.28,0.64,5.215633016753174
17748,3.85,3.88,5.219029726684865
17749,1.72,1.95,5.209686085141553
17750,1.71,0.47,5.2392583919927285
17751,0.0,4.5,5.628558675719144
17752,1.62,0.94,5.21397273880885
17753,3.71,1.88,5.222116783856332
17754,1.2,0.83,5.2220916741114305
17755,1.45,2.42,5.21206022250751
17756,0.94,1.77,5.214695990994724
17757,3.18,2.81,5.30822384562107
17758,6.25,7.23,5.47905124214665
17759,1.79,0.39,5.275900902266811
17760,4.75,4.66,5.219029726684865
17761,1.92,2.47,5.212396437090315
17762,6.51,5.09,5.223386633135093
17763,0.92,2.82,5.222712602464027
17764,0.45,2.54,5.216016974985602
17765,3.85,0.0,5.323933956268117
17766,1.73,4.42,5.213817806385961
17767,2.73,5.39,5.225787876549393
17768,3.39,0.92,5.276734802331993
17769,2.4,3.28,5.235239480358912
17770,2.59,0.6000000000000001,5.277714738995323
17771,4.12,9.36,5.2798724906692955
17772,1.38,3.78,5.213817806385961
17773,3.32,5.39,5.223386633135093
17774,9.22,10.45,5.666784841766446
17775,1.11,2.41,5.222475632343859
17776,0.24,0.0,5.231025941301526
17777,1.28,3.29,5.21790484388205
17778,3.55,2.83,5.217313811167691
17779,1.53,8.46,5.273365432637865
17780,0.0,0.05,5.270463057734729
17781,2.27,2.56,5.214567240486822
17782,1.82,4.65,5.216444277324657
17783,0.0,1.84,5.33233177642943
17784,0.84,1.01,5.2116175495999215
17785,5.675,8.73,5.276953844167752
17786,0.0,0.0,5.261723714552761
17787,0.0,2.64,5.226625291870876
17788,0.0,0.0,5.5059584166740905
17789,0.15,4.43,5.217774558864052
17790,0.0,1.66,5.380415508238703
17791,0.6,0.0,5.228024549000683
17792,1.46,0.71,5.214986813661258
17793,6.5,4.38,5.219029726684865
17794,1.36,0.53,5.214986813661258
17795,0.47,3.47,5.221861596360144
17796,4.79,1.67,5.222116783856332
17797,2.38,1.19,5.2535667086147315
17798,3.33,2.76,5.217313811167691
17799,2.15,0.0,5.322098003553449
17800,2.31,3.44,5.2227021182172555
17801,2.84,1.5,5.223096720519661
17802,4.71,4.62,5.219029726684865
17803,1.29,2.56,5.21206022250751
17804,0.43,0.0,5.258757405956424
17805,1.24,1.72,5.209686085141553
17806,0.46,0.0,5.253447322384655
17807,0.0,0.0,5.38124711070427
17808,2.72,2.85,5.219715054581991
17809,2.94,0.83,5.2902287397819325
17810,3.45,3.98,5.219029726684865
17811,3.76,2.08,5.214981886450523
17812,0.3,0.0,5.258757405956424
17813,0.89,2.32,5.213015582684758
17814,0.8,0.0,5.250445930083812
17815,0.0,0.48,5.352676833393597
17816,3.69,4.68,5.219029726684865
17817,0.92,1.02,5.218982644662021
17818,0.0,1.81,5.782010589544276
17819,3.43,4.46,5.219029726684865
17820,0.92,5.02,5.22396336915524
17821,0.0,0.0,5.396469238369492
17822,0.0,0.0,5.4041344197612995
17823,0.0,0.0,5.74344079771005
17824,0.0,0.06000000000000005,5.225712793849682
17825,1.29,0.66,5.214986813661258
17826,3.18,6.53,5.238037932918122
17827,0.64,0.08,5.214435009380733
17828,2.92,12.93,5.677369823989027
17829,3.04,4.6,5.219029726684865
17830,1.72,1.36,5.210220418072307
17831,1.21,2.44,5.222475632343859
17832,0.0,1.04,5.222895334068871
17833,3.32,3.74,5.219029726684865
17834,1.8,3.19,5.216934629577281
17835,2.45,6.78,5.267362467979476
17836,0.0,0.0,5.529587059518325
17837,7.7,9.51,5.276953844167752
17838,6.2,65.79,6.913365650301673
17839,18.73,33.04,6.720162846082125
17840,3.14,8.57,5.2798724906692955
17841,1.62,5.42,5.218174712836188
17842,12.58,48.87,6.535763757652156
17843,2.04,8.72,5.278162706973069
17844,5.29,24.67,6.205612013891326
17845,0.84,1.36,5.207865228863379
17846,1.31,2.98,5.216934629577281
17847,1.95,2.33,5.212396437090315
17848,3.13,8.29,5.2798724906692955
17849,2.22,15.64,5.790336907032087
17850,4.8,18.66,5.764060692844436
17851,1.57,3.38,5.21790484388205
17852,2.857142857142857,9.864285714285714,5.280978596351069
17853,4.053333333333334,5.116,5.223386633135093
17854,0.59,2.26,5.213015582684758
17855,0.95,3.22,5.225255084816629
17856,3.65,7.94,5.287908529800872
17857,1.93,5.49,5.220801183774886
17858,0.5700000000000001,1.52,5.210332288233469
17859,10.2,48.23,6.566851137526477
17860,1.2,3.47,5.2283202537184
17861,1.04,6.49,5.248780629554606
17862,21.52,64.04,6.942418483293344
17863,5.26,25.53,6.205612013891326
17864,23.01,72.12,7.006314847016936
17865,3.25,6.98,5.321314549337895
17866,3.175,6.075,5.227374827787338
17867,5.316666666666666,12.646666666666667,5.679297488302052
17868,11.81,53.13,6.6694530513237735
17869,4.89,13.47,5.685398326897546
17870,4.0,8.83,5.2798724906692955
17871,19.18,62.36,6.791513245836198
17872,9.63,40.77,6.491355080785261
17873,3.66,7.87,5.287908529800872
17874,27.105,61.309999999999995,7.04788326647659
17875,0.0,2.45,5.38075248653089
17876,4.84,4.17,5.219029726684865
17877,1.55,13.39,5.678673388249317
17878,2.81,8.71,5.280978596351069
17879,4.85,12.605,5.679297488302052
17880,4.16,3.83,5.219029726684865
17881,12.82,51.3125,6.539168918632754
17882,5.74,15.97,5.789345924843568
17883,0.38,6.9,5.339015600820154
17884,1.64,1.72,5.209686085141553
17885,3.33,10.95,5.675947141229154
17886,0.37,7.86,5.375629531850668
17887,2.11,3.28,5.2227021182172555
17888,7.5,6.25,5.224456181285795
17889,0.78,1.58,5.207330895932625
17890,2.68,8.98,5.280978596351069
17891,1.03,3.89,5.224233216222309
17892,0.92,3.0,5.225255084816629
17893,2.56,3.95,5.2214309700991635
17894,3.14,9.29,5.2798724906692955
17895,0.0,0.28,5.469947495971011
17896,1.96,4.55,5.216444277324657
17897,7.64,14.45,5.736034341328055
17898,2.91,10.64,5.6677758239549645
17899,0.0,0.0,5.4667215239858535
17900,0.0,0.39,5.753667848321436
17901,0.38,0.64,5.215633016753174
17902,1.28,1.13,5.223414653333832
17903,5.54,22.22,6.197002076508001
17904,0.79,9.77,5.313510347902847
17905,5.7,14.61,5.7646839454563406
17906,8.674999999999999,42.075,6.497321939653183
17907,4.27,6.02,5.227374827787338
17908,0.41,0.0,5.231025941301526
17909,1.41,4.52,5.213817806385961
17910,2.28,7.14,5.38222102199733
17911,1.69,3.04,5.216934629577281
17912,4.44,10.62,5.669703488267988
17913,0.49,1.12,5.211561104317649
17914,4.74,3.14,5.219856293520293
17915,1.01,6.84,5.3324274745206175
17916,0.0,9.02,5.929409550404101
17917,5.25,27.03,6.205612013891326
17918,0.0,12.92,6.339932604529965
17919,0.86,0.39,5.214435009380733
17920,14.03,65.35,6.8941205997299795
17921,3.13,13.96,5.6961837837243054
17922,1.48,4.76,5.213817806385961
17923,0.0,2.08,5.219561511016561
17924,0.91,1.43,5.214695990994724
17925,3.86,8.45,5.2798724906692955
17926,0.01,6.19,5.252982042891465
17927,2.9,4.81,5.233944970885774
17928,0.0,0.0,5.527757445094723
17929,0.0,4.14,5.468212215593695
17930,2.35,4.11,5.23115244286282
17931,6.52,2.55,5.214981886450523
17932,4.64,2.76,5.217313811167691
17933,8.08,10.35,5.65279315667764
17934,4.79,8.55,5.2798724906692955
17935,10.71,43.41,6.505966769044854
17936,3.16,24.88,6.201199702807614
17937,3.4,19.39,5.765186107112369
17938,12.66,51.41,6.539168918632754
17939,2.79,9.57,5.280978596351069
17940,2.92,4.32,5.233944970885774
17941,0.56,2.84,5.218348899702772
17942,1.98,16.84,5.805507258302295
17943,0.0,0.0,5.48353703559096
17944,2.38,4.27,5.23115244286282
17945,0.39,2.14,5.216016974985602
17946,0.75,1.41,5.207865228863379
17947,1.97,23.38,6.2109077025698545
17948,1.42,7.98,5.386507606486185
17949,4.71,20.05,5.765186107112369
17950,1.84,3.55,5.216444277324657
17951,2.05,3.55,5.218615080721165
17952,1.06,0.9,5.2220916741114305
17953,5.07,18.61,5.764060692844436
17954,1.01,3.05,5.227350039413631
17955,0.36,10.92,6.0453407285194425
17956,5.68,49.26,6.624972751115311
17957,2.72,8.29,5.280978596351069
17958,40.61,81.17,7.427605829322563
17959,3.47,6.47,5.238037932918122
17960,0.59,4.3,5.214773166563209
17961,4.12,11.316666666666668,5.675947141229154
17962,11.98,45.83,6.533260865318905
17963,5.96,26.3,6.212300028464734
17964,2.12,15.9,5.790336907032087
17965,8.58,11.56,5.6730284947276095
17966,0.12,2.76,5.218348899702772
17967,0.96,3.69,5.222138261625307
17968,2.54,5.44,5.225787876549393
17969,3.36,9.1,5.2798724906692955
17970,0.0,28.16,6.478262502852871
17971,1.15,2.83,5.224807557061028
17972,2.01,6.18,5.226960181823638
17973,3.55,6.14,5.227374827787338
17974,2.33,7.97,5.284585034095268
17975,1.04,0.75,5.2220916741114305
17976,10.74,31.2,6.426222872295313
17977,0.0,0.0,5.53519808848713
17978,0.0,1.01,5.510599847617037
17979,0.51,6.16,5.24470565072336
17980,57.86,87.84,7.550063236520284
17981,0.0,2.35,5.38075248653089
17982,0.53,1.09,5.211561104317649
17983,1.33,4.11,5.213817806385961
17984,3.97,14.58,5.765194624496267
17985,0.5,0.0,5.258757405956424
17986,11.23,50.57,6.572333979663949
17987,11.34,11.04,5.7026362480297195
17988,0.0,3.13,5.229167774223479
17989,3.35,4.87,5.219029726684865
17990,2.17,3.19,5.219441647556594
17991,2.73,14.02,5.69425611941128
17992,2.01,0.79,5.2748988496173235
17993,7.65,43.13,6.510679374767199
17994,0.24,2.61,5.218348899702772
17995,2.67,0.57,5.277714738995323
17996,3.1,13.53,5.685398326897546
17997,0.0,0.0,5.421954829940353
17998,0.0,0.0,5.53519808848713
17999,3.64,11.75,5.675947141229154
18000,3.15,5.95,5.227374827787338
18001,1.32,15.58,5.803336454905787
18002,2.73,11.34,5.674019476916127
18003,1.68,3.15,5.216934629577281
18004,2.64,15.16,5.790336907032087
18005,0.34,3.21,5.220891382055374
18006,1.7,3.3,5.21790484388205
18007,2.02,8.9,5.278162706973069
18008,0.0,2.84,5.894837908374255
18009,0.0,1.84,5.628050223260117
18010,0.51,4.24,5.217774558864052
18011,0.0,1.73,5.218608680401574
18012,0.0,2.48,5.779005168651322
18013,0.23,2.8,5.218348899702772
18014,2.86,3.34,5.225518007595255
18015,1.14,16.96,5.902282668003818
18016,0.0,1.84,5.2361858077465815
18017,4.56,23.73,6.21074679216687
18018,0.0,0.7,5.468144111042609
18019,5.11,74.59,7.0137379831327396
18020,1.42,4.19,5.213817806385961
18021,1.09,1.51,5.216790945591726
18022,43.41,82.12,7.432002512465595
18023,0.0,0.0,5.5343809857863375
18024,1.13,13.56,5.811193179958135
18025,0.0,1.56,5.218608680401574
18026,0.0,10.22,5.728723687052896
18027,3.19,1.38,5.234046431582824
18028,0.0,0.0,5.267033798124529
18029,0.65,12.98,5.885901188564044
18030,0.0,4.01,5.544969512421044
18031,0.02,5.37,5.234948603171298
18032,0.55,2.07,5.2112851188484575
18033,4.52,21.24,5.7713526822149905
18034,1.22,5.38,5.2285901226725375
18035,0.14,0.0,5.231025941301526
18036,1.4,2.37,5.21206022250751
18037,1.07,0.0,5.248500477764817
18038,0.0,0.0,5.231674855421404
18039,0.0,3.44,5.230137988528248
18040,0.0,1.2,5.232337248593853
18041,1.85,8.47,5.275991903576562
18042,0.0,0.04,5.4759095575427335
18043,1.7542857142857144,6.602857142857142,5.232826012619217
18044,1.568,2.8425000000000002,5.214392147224679
18045,0.0,0.0,5.74344079771005
18046,2.32,2.46,5.214567240486822
18047,0.62,3.16,5.2178899897545294
18048,1.75,1.98,5.217773813162349
18049,3.32,2.745,5.217313811167691
18050,0.0,1.65,5.467703763134669
18051,1.12,4.52,5.224233216222309
18052,3.33,13.05,5.679297488302052
18053,2.86,12.05,5.674019476916127
18054,0.16,0.05,5.2233984632533
18055,2.34,17.21,5.776407109268282
18056,2.04,6.75,5.264546578601478
18057,1.585,4.995,5.215642913915892
18058,2.5366666666666666,7.836666666666666,5.289014635482647
18059,8.6,7.42,5.472735704854654
18060,4.49,5.18,5.223386633135093
18061,3.74,4.95,5.220854834214797
18062,4.18,20.68,5.765186107112369
18063,7.05,29.29,6.3500517600866715
18064,1.32,9.11,5.273365432637865
18065,3.6300000000000003,19.94,5.765186107112369
18066,0.51,0.0,5.2233984632533
18067,4.3,0.0,5.31204127373689
18068,1.15,6.68,5.2550871507748935
18069,0.0,16.3,6.42685651774054
18070,0.0,0.03,5.237483372040707
18071,0.66,1.03,5.2116175495999215
18072,0.61,0.99,5.2116175495999215
18073,4.65,22.455,6.197002076508001
18074,2.36,8.05,5.290700069114726
18075,0.42,5.31,5.226672211003194
18076,0.6,3.91,5.214773166563209
18077,1.04,5.65,5.238117524423823
18078,0.0,3.9,5.544969512421044
18079,0.25,3.56,5.217774558864052
18080,1.13,2.09,5.217743776206714
18081,0.27,0.73,5.215633016753174
18082,0.0,6.23,5.639484388704767
18083,1.53,0.0,5.259129648965737
18084,0.36,2.27,5.216016974985602
18085,0.0,0.0,5.5343809857863375
18086,0.19,0.63,5.215633016753174
18087,0.0,0.0,5.7926795843473995
18088,0.0,1.98,5.467703763134669
18089,3.54,8.72,5.2798724906692955
18090,0.61,1.37,5.207865228863379
18091,0.0,1.53,5.828894278361586
18092,0.45,0.0,5.253447322384655
18093,0.02,0.45,5.225712793849682
18094,0.01,0.53,5.223909408921278
18095,0.0,8.93,5.375869884887196
18096,15.84,22.84,6.193514610501712
18097,4.19,19.14,5.765186107112369
18098,2.32,16.064999999999998,5.790336907032087
18099,0.0,0.11,5.225712793849682
18100,1.79,0.0,5.281862963838534
18101,0.0,5.25,5.234948603171298
18102,2.25,7.24,5.473053903547369
18103,0.98,3.69,5.222138261625307
18104,6.07,9.53,5.276953844167752
18105,0.0,0.0,5.250318212574664
18106,2.38,0.28,5.314313801972161
18107,0.43,3.29,5.221861596360144
18108,0.0,0.0,5.800621316648873
18109,1.36,5.36,5.218174712836188
18110,2.19,3.91,5.218615080721165
18111,0.58,0.0,5.2233984632533
18112,81.17,96.35,7.853878998637692
18113,3.69,21.75,6.183311434696156
18114,9.42,30.27,6.394999469263356
18115,0.5,4.83,5.217774558864052
18116,0.0,0.0,5.261723714552761
18117,0.0,2.82,5.78133709336849
18118,0.62,0.2,5.214435009380733
18119,1.26,0.94,5.21397273880885
18120,0.66,9.24,5.329422918943438
18121,0.53,1.68,5.210332288233469
18122,0.8,1.23,5.221059464124905
18123,3.42,1.08,5.242865299187745
18124,1.34,3.94,5.213817806385961
18125,2.9,1.21,5.256359236637684
18126,2.17,1.74,5.220280831141662
18127,2.94,6.63,5.252953177119029
18128,2.02,6.72,5.243929808174709
18129,4.76,15.35,5.792264571345111
18130,0.0,2.72,5.226625291870876
18131,2.68,7.59,5.384114751252726
18132,2.44,9.18,5.280978596351069
18133,0.11,0.8,5.215633016753174
18134,7.37,13.53,5.682479680396001
18135,0.28,0.0,5.253447322384655
18136,8.0,7.47,5.472735704854654
18137,0.0,0.0,5.358638894965319
18138,1.46,4.4,5.213817806385961
18139,0.16,1.19,5.224060856425749
18140,0.24,1.63,5.210332288233469
18141,0.08,2.69,5.22292531206181
18142,1.11,4.18,5.313875847921322
18143,0.03,1.83,5.218608680401574
18144,0.25,1.28,5.210866621164223
18145,2.05,0.59,5.2748988496173235
18146,0.0,0.03,5.3684035195431665
18147,0.0,2.45,5.224293367153707
18148,0.36,2.15,5.216016974985602
18149,0.0,0.0,5.239302333469631
18150,2.46,12.43,5.674019476916127
18151,0.7,1.42,5.207330895932625
18152,5.33,21.64,5.915383811209242
18153,1.51,2.17,5.21206022250751
18154,0.85,7.21,5.427336057908924
18155,2.74,29.84,6.403988572136564
18156,4.61,21.16,5.765186107112369
18157,3.83,10.32,5.646170895855615
18158,0.73,0.65,5.212631624452331
18159,4.82,4.44,5.219029726684865
18160,0.44,0.33,5.217436401681577
18161,0.0,0.0,5.271635660505961
18162,0.0,1.71,5.359621134114135
18163,0.0,4.94,5.527235913796256
18164,8.65,2.85,5.217313811167691
18165,1.18,0.0,5.237484598659783
18166,0.0,3.13,5.512380025042867
18167,0.28,0.0,5.253447322384655
18168,1.57,0.94,5.21397273880885
18169,0.0,1.4,5.219143013332328
18170,2.585,9.035,5.280978596351069
18171,0.0,0.0,5.398076626243149
18172,0.85,1.23,5.221059464124905
18173,1.13,1.42,5.216790945591726
18174,20.08,61.93,6.841566227686067
18175,0.33,2.28,5.216016974985602
18176,0.0,0.0,5.261723714552761
18177,1.89,6.6,5.235452483557914
18178,2.19,6.36,5.237623286954421
18179,0.0,4.41,5.264839153345484
18180,4.81,24.29,6.205612013891326
18181,3.87,7.2,5.426289739482166
18182,0.53,5.51,5.226672211003194
18183,2.79,2.42,5.217383129864822
18184,0.0,16.92,6.160331780318266
18185,1.12,5.62,5.23088942320281
18186,1.37,0.0,5.236708267882607
18187,2.18,8.92,5.278162706973069
18188,0.0,2.36,5.38075248653089
18189,0.22,0.0,5.253447322384655
18190,1.06,2.42,5.222475632343859
18191,0.0,0.64,5.223909408921278
18192,0.0,0.0,5.5343809857863375
18193,4.65,8.47,5.2798724906692955
18194,0.8,0.89,5.212631624452331
18195,0.66,0.81,5.212631624452331
18196,0.0,2.02,5.218608680401574
18197,2.39,4.4,5.23115244286282
18198,2.3,4.37,5.218615080721165
18199,0.96,3.1,5.225255084816629
18200,0.0,1.7,5.257396882714899
18201,0.0,1.33,5.369920091622736
18202,0.0,3.48,5.893477374656464
18203,0.0,0.63,5.751864463393034
18204,0.0,2.77,5.226625291870876
18205,0.0,0.0,5.270463057734729
18206,0.09,8.65,5.37216990507813
18207,1.73,1.8,5.209686085141553
18208,3.54,0.0,5.351665420923016
18209,0.0,43.669999999999995,6.5897834291458075
18210,1.36,0.36,5.223118728262658
18211,0.0,1.27,5.232337248593853
18212,0.0,0.0,5.239302333469631
18213,1.08,4.09,5.224233216222309
18214,0.0,0.0,5.532369827908906
18215,0.18,0.45,5.217436401681577
18216,8.29,38.77,6.496742447634718
18217,0.09,0.13,5.222012814040616
18218,0.0,2.37,5.625044802367163
18219,2.23,3.64,5.218615080721165
18220,0.26,2.0,5.210332288233469
18221,0.0,0.0,6.111203198167792
18222,4.63,2.6500000000000004,5.217313811167691
18223,1.82,6.06,5.224789378427131
18224,1.79,5.053333333333334,5.215642913915892
18225,4.93,5.46,5.223386633135093
18226,4.66,6.13,5.227374827787338
18227,4.18,5.3,5.223386633135093
18228,1.01,2.03,5.217743776206714
18229,3.31,3.33,5.223116764180956
18230,0.0,0.0,5.785238940954993
18231,2.52,3.99,5.2214309700991635
18232,5.11,5.68,5.227374827787338
18233,8.49,11.53,5.6730284947276095
18234,11.58,51.49,6.572148735889106
18235,7.07,46.78,6.5755413057424565
18236,0.0,0.0,5.785238940954993
18237,12.642857142857142,44.582857142857144,6.517617603715922
18238,41.116,79.72200000000001,7.433043505956529
18239,4.15,3.34,5.223116764180956
18240,5.37,37.68,6.52407022483512
18241,1.79,7.09,5.377423747662126
18242,0.0,5.36,5.52976771271655
18243,0.9550000000000001,4.3,5.222138261625307
18244,8.09,24.79,6.188849843903937
18245,8.54,42.0,6.497321939653183
18246,15.64,61.0,6.507845016760686
18247,3.78,3.79,5.219029726684865
18248,3.67,5.17,5.223386633135093
18249,1.77,23.14,6.2109077025698545
18250,53.84,91.77,7.23593582747697
18251,10.72,50.38,6.573298184571167
18252,8.043333333333333,30.73,6.429147213080446
18253,2.54,4.76,5.2214309700991635
18254,13.94,10.42,5.811044201041959
18255,11.26,45.07,6.569091677684657
18256,7.31,9.43,5.276953844167752
18257,35.37,85.22,7.416019927822048
18258,36.81,71.01,7.408882615434482
18259,3.76,17.0575,5.7783347735813075
18260,1.05,1.72,5.216790945591726
18261,5.59,8.78,5.2866287949406665
18262,4.12,7.65,5.3023121374155675
18263,25.32,72.87,7.032985812588081
18264,2.33,6.16,5.226960181823638
18265,5.26,11.465,5.675947141229154
18266,4.1,4.82,5.219029726684865
18267,10.4775,40.1375,6.491355080785261
18268,0.0,43.34,6.569159914221529
18269,1.57,10.6,5.66297854961976
18270,2.43,4.26,5.2214309700991635
18271,2.37,21.19,5.763258442799344
18272,6.45,9.52,5.276953844167752
18273,2.15,0.17,5.301776439830506
18274,7.84,6.97,5.325602104240953
18275,2.1,2.71,5.2168991652039916
18276,6.27,4.74,5.219029726684865
18277,5.12,4.11,5.219029726684865
18278,5.72,8.27,5.276953844167752
18279,0.0,3.93,5.23185946765146
18280,6.13,9.3,5.276953844167752
18281,0.69,4.04,5.214773166563209
18282,5.98,15.06,5.789345924843568
18283,17.57,51.73,6.8646114920828145
18284,4.14,2.99,5.219856293520293
18285,0.0,0.0,5.512556217964492
18286,0.0,0.0,5.851856067143446
18287,0.89,1.19,5.221059464124905
18288,0.8,2.31,5.213015582684758
18289,10.53,10.59,5.692828494247717
18290,4.59,24.87,6.205612013891326
18291,17.69,69.33,7.408965330541349
18292,2.78,5.795,5.229776071201638
18293,4.63,11.42,5.675947141229154
18294,1.34,1.37,5.210220418072307
18295,3.95,5.13,5.223386633135093
18296,8.8,38.26,6.490053738123413
18297,6.16,17.16,5.7754161270797635
18298,0.0,33.67,6.533962165429018
18299,5.0,30.13,6.4105758331401335
18300,2.15,2.48,5.214567240486822
18301,0.09,2.06,5.215861531207496
18302,0.45,0.0,5.269891537819582
18303,30.1,82.25,7.072526700546336
18304,15.33,59.2,6.607706271777972
18305,0.0,0.0,5.5343809857863375
18306,0.0,2.76,5.226625291870876
18307,0.65,2.3,5.213015582684758
18308,12.43,68.09,6.919966189122987
18309,0.0,0.59,5.366320114129816
18310,7.21,38.19,6.491650192612424
18311,2.65,2.54,5.217383129864822
18312,6.28,3.74,5.219029726684865
18313,0.0,0.0,5.527757445094723
18314,7.39,6.37,5.2351192864165785
18315,0.0,0.0,5.836987292367098
18316,3.8,5.59,5.225685933665366
18317,5.96,3.47,5.223116764180956
18318,3.61,9.16,5.2798724906692955
18319,7.62,46.4,6.591310265552061
18320,8.59,33.92,6.487190084084933
18321,6.3,15.79,5.789345924843568
18322,1.2,3.98,5.224233216222309
18323,3.82,12.02,5.675947141229154
18324,0.0,1.79,5.5444610599620185
18325,2.11,4.09,5.218615080721165
18326,5.35,7.59,5.3830086455709525
18327,3.55,8.11,5.2798724906692955
18328,2.13,3.7,5.218615080721165
18329,2.85,13.58,5.68347066258452
18330,0.51,5.18,5.226672211003194
18331,2.7,17.5,5.770270983311052
18332,0.98,2.35,5.220380677746857
18333,1.33,1.69,5.209686085141553
18334,0.0,9.38,5.375869884887196
18335,4.49,19.98,5.823869739574789
18336,3.51,7.31,5.468448149951597
18337,0.65,2.66,5.215347507401928
18338,9.96,8.06,5.316442728610821
18339,1.38,1.7,5.209686085141553
