uniprot_id,hgnc_symbol,canonical_smiles,concentration_100,concentration_500,concentration_1000,concentration_5000,concentration_10000,concentration_50000,concentration_100000,concentration_1000000,activity_value
Q16620,NTRK2,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,92.525,,,,,,6.663750459615443
Q5S007,LRRK2,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,97.0,,,,,,7.6863580467468635
Q7KZI7,MARK2,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,81.84,,,,,,7.886056647693163
Q96GD4,AURKB,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,70.29,,,,,,5.821954549582578
Q96L34,MARK4,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,87.255,,,94.24,,,7.42021640338319
Q9P0L2,MARK1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,87.45,,,,,,6.853871964321762
Q9UHD2,TBK1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,55.75,,,,,,6.6587848505905605
Q9UM73,ALK,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,90.43,,,,,,7.0590937685526445
Q9Y6E0,STK24,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,70.37,,,,,,6.679999195735272
P17252,PRKCA,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,,,,,,,25.833333333333332,3.7904849854573692
Q16539,MAPK14,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1,21.18,,64.92,,,,,,6.318758762624412
Q16539,MAPK14,N#Cc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,28.83,,74.18,,,,,,6.749994971513105
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1,80.63,,86.49,,,,,,7.716698771296451
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccncc2)cc1,,,73.0,,,,,36.5,7.320918318543466
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,79.6,,94.99,,,,,,6.888036676436635
Q16539,MAPK14,Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccncc2)cc1,7.39,,65.515,,,,,,5.888028248280025
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(-c4ccccc4)cc3)n2)cc1,,,96.0,,,,,,7.219970872662662
Q16539,MAPK14,Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,59.32,,91.49,,,,,,6.519993057042849
Q15759,MAPK11,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C,34.41,,68.23,,,,,,7.818156412055227
Q16539,MAPK14,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C,87.17,,94.95,,,,,,7.8198741248359465
Q16539,MAPK14,CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,28.67,,71.31,,,,,,6.1885447439974755
P28482,MAPK1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,-4.78,,1.25,,,,,,4.720623167382541
Q16539,MAPK14,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,69.64500000000001,,89.46000000000001,,,,,,7.7150352043129224
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(C(F)(F)F)c3)n2)cc1,37.75,,70.95,,,,,,6.879705908358042
Q16539,MAPK14,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1,,,81.0,,,,,,6.522878745280337
Q16539,MAPK14,NC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,52.72,,85.35,,,,,,7.047207556955908
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)cc3)n2)cc1,68.02,,89.01,,,,,,6.9399824574684
Q15759,MAPK11,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,26.42,,71.09,,,,,,7.6020599913279625
Q16539,MAPK14,COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,80.69,,84.25,,,,,,7.599980364934842
Q16539,MAPK14,Cc1ccc(C)c(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,,,99.9,,,,,,7.964206264742511
Q16539,MAPK14,O=C(O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,31.37,,75.62,,,,,,7.088101226338219
Q16539,MAPK14,CC(C)(C)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,89.25,,92.76,,,,,,7.100015437450609
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,65.73,,80.16,,,,,,7.019996628416254
Q16539,MAPK14,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1,77.27,,83.7,,,,,,7.639123537396505
Q16539,MAPK14,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,87.43,,91.51,,,,,,8.130181792020672
Q16539,MAPK14,Cc1cc(C)cc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,,,98.8,,,,,,7.38859755930806
P00519,ABL1,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,,,,,,,,0.0,4.0
P24941,CDK2,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,,,,,,,,72.0,5.154901959985743
P27361,MAPK3,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,,,,,,,,76.0,4.561439409943258
P41240,CSK,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,,,,,,,,0.0,3.0
P27361,MAPK3,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,,,,,,77.0,4.469999943783888
P48729,CSNK1A1,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,,,1.0,,,,4.769551078621726
P49840,GSK3A,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,,,13.0,,,,3.886056647693163
P49841,GSK3B,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,,,25.0,,,,4.1792605333362705
Q02750,MAP2K1,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,,,38.0,,,,4.698970004336019
Q13627,DYRK1A,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,,,,,63.0,,,,5.508638306165727
P06493,CDK1,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,,,,,,,,85.7,7.481845278137781
P11802,CDK4,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,,,,,,,,46.5,7.0
O14920,IKBKB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,-5.0,11.03,,,,,,4.698970004336019
O14965,AURKA,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,20.0,28.86,,,,,,5.827236572935701
O15111,CHUK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,-5.09,,,,,,4.698970004336019
O60674,JAK2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,25.0,35.57,,,,,,5.398970097364309
P00519,ABL1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,75.0,64.06,,,,,,5.6777807052660805
P00533,EGFR,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,99.5,95.33333333333333,91.94777777777777,,91.86800000000001,,,62.74875,7.494850021680094
P04626,ERBB2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,52.0,13.57,,77.94,,,,6.36508014521158
P06213,INSR,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,4.0,,,,,,4.522878745280337
P06239,LCK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,49.0,45.06,,,,,,5.798602875679548
P06241,FYN,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,33.73,,,,,,5.948847477552619
P07333,CSF1R,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,31.5,11.91,,,,,,4.698970004336019
P07948,LYN,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,68.0,,,,,,,6.081183609639621
P07949,RET,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,64.0,69.57,,,,,,6.429457060118103
P08069,IGF1R,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,6.85,,,,,,4.522878745280337
P08581,MET,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,11.0,13.02,,39.76,,,,5.296410810179748
P09619,PDGFRB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,-5.0,55.81,,,,,,4.913640169325252
P10721,KIT,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,17.0,32.39,,,,,,4.698970004336019
P11362,FGFR1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,-4.0,24.15,,,,,,4.698970004336019
P12931,SRC,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,42.0,46.04,,,,,,6.209714835966758
P15056,BRAF,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,3.0,13.66,,,,,,6.094480745697892
P16234,PDGFRA,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,5.0,52.11,,,,,,5.090221856122946
P17948,FLT1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,17.0,70.24,,,,,,6.0
P22455,FGFR4,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,6.21,,,,,,4.698970004336019
P22607,FGFR3,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,63.18,,,,,,5.849704187174462
P24723,PRKCH,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,6.7,,,,,,4.698970004336019
P24941,CDK2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,3.88,,,,,,5.319485687093164
P30530,AXL,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,17.73,,,,,,4.88706002391592
P31749,AKT1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,12.22,,,,,,4.698970004336019
P33981,TTK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,6.42,,,,,,4.698970004336019
P35968,KDR,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,70.0,50.06999999999999,,,,,38.0,6.900008766455316
P36888,FLT3,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,90.95,,,,,,4.698970004336019
P43405,SYK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,14.0,17.38,,,,,,4.698970004336019
P50750,CDK9,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,2.63,,,,,,4.698970004336019
P53350,PLK1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,-9.0,-9.73,,,,,,4.349485002168009
Q02750,MAP2K1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,7.0,26.18,,,,,,4.698970004336019
Q02763,TEK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,5.0,9.45,,,,,,5.6423414369143865
Q05397,PTK2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,-3.0,38.1,,,,,,5.130000141365475
Q06187,BTK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,5.49,,,,,,4.698970004336019
Q08881,ITK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,6.51,,,,,,4.698970004336019
Q13464,ROCK1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,1.9,,,,,,4.698970004336019
Q15303,ERBB4,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,78.0,97.315,,,,,,5.948460479115409
Q16539,MAPK14,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,13.0,-0.473933649,,,,,,4.698970004336019
Q16620,NTRK2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,0.182815356,,,,,,4.698970004336019
Q9UHD2,TBK1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,25.55,,,,,,5.657577319177793
Q9UM73,ALK,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,35.14,,,,,,5.064996848546345
O14920,IKBKB,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.904159132,,,,,,4.698970004336019
O14965,AURKA,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,5.59,,,,,,4.698970004336019
O15111,CHUK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-8.73,,,,,,4.698970004336019
O60674,JAK2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-1.58,,97.0,,,,4.698970004336019
P00519,ABL1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,16.87,,90.0,,,,4.639999934172963
P00533,EGFR,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,73.32,,103.32,,94.56,,100.0,,7.619969752032169
P04049,RAF1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,7.93,,,,,,5.0
P04626,ERBB2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,85.24333333333334,,84.20833333333333,,,20.183333333333334,7.414869142302521
P06213,INSR,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-1.26,,,,,,4.7697754948726185
P06239,LCK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,12.02,,,,,,4.698970004336019
P06241,FYN,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,1.29,,,,,,4.698970004336019
P06493,CDK1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.354924579,,,,,,5.0
P07333,CSF1R,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-5.46,,,,,,4.849485002168009
P07949,RET,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-0.304259635,,,,,,4.698970004336019
P08069,IGF1R,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,3.73,,,,,,4.610924374808178
P08581,MET,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.0,,15.0,,,,4.698970004336019
P09619,PDGFRB,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,2.84,,,,,,5.070000019492821
P10721,KIT,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,9.21,,63.0,,,,4.199485003797093
P11309,PIM1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.601202405,,,,,,5.328827157284917
P11362,FGFR1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-0.63559322,,,,,,4.698970004336019
P12931,SRC,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,5.87,,74.0,,,,5.0774509799928715
P15056,BRAF,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,11.62,,89.0,,,,4.698970004336019
P16234,PDGFRA,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,40.23,,44.0,,,,4.699485036446524
P17612,PRKACA,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.662739323,,,,,,4.0
P22455,FGFR4,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.82063306,,,,,,4.698970004336019
P22607,FGFR3,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.326797386,,,,,,4.698970004336019
P24723,PRKCH,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.0,,,,,,4.698970004336019
P24941,CDK2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-0.595,,,,,,4.959303696265213
P27361,MAPK3,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-3.84,,95.0,,,,5.0
P30530,AXL,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,18.83,,,,,,4.698970004336019
P31749,AKT1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,2.63,,,,,,4.698970004336019
P33981,TTK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.256629598,,,,,,4.698970004336019
P35968,KDR,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,3.17,,55.0,,,,4.698970004336019
P36888,FLT3,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-3.74,,,,,,4.698970004336019
P43405,SYK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.0,,85.0,,,,4.698970004336019
P50750,CDK9,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,0.500625782,,,,,,4.698970004336019
P53350,PLK1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-2.71,,,,,,4.349485002168009
Q02750,MAP2K1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,20.84,,,,,,4.849485002168009
Q02763,TEK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,2.14,,,,,,4.849485002168009
Q05397,PTK2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,9.86,,5.0,,,,4.698970004336019
Q06187,BTK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,2.47,,,,,,4.698970004336019
Q08881,ITK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-1.89,,,,,,4.698970004336019
Q13464,ROCK1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-2.62,,,,,,4.698970004336019
Q15303,ERBB4,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,101.93,,99.0,,,,6.459670525209126
Q16539,MAPK14,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-2.96,,83.0,,,,4.849485002168009
Q16620,NTRK2,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-10.42,,,,,,4.698970004336019
Q9UM73,ALK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,1.72,,,,,,4.698970004336019
P00533,EGFR,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,100.0,,,,,,7.010016541698601
P04626,ERBB2,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,99.2,,,,,,6.580044251510242
P00533,EGFR,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,25.2175,,45.13666666666666,,,,,,7.167491087293763
P04626,ERBB2,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,1.73,,64.975,,,,,,6.638272163982407
P00533,EGFR,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,,,,,,,,73.03999999999999,5.0
P17252,PRKCA,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,,,,,,,,14.333333333333334,4.823908740944319
Q96L34,MARK4,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,,,,,52.02,,,4.301029995663981
P17252,PRKCA,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,,,,,60.0,,,0.0,5.60602989974387
O00141,SGK1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,98.0,,,,5.0
O14757,CHEK1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,95.0,,,,5.0
O15264,MAPK13,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,50.0,,,,5.0
O75116,ROCK2,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,0.0,,,,5.188870860826134
O75582,RPS6KA5,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,88.0,,,,5.0
P06239,LCK,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,50.0,,,,5.233239261754255
P17252,PRKCA,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,50.0,,,,4.5
P23443,RPS6KB1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,75.0,,,,5.396370225476108
P28482,MAPK1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,89.0,,,1.4,5.0
P31749,AKT1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,46.0,,,,4.849485002168009
P45983,MAPK8,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,93.0,,,,5.0000933933946285
P48730,CSNK1D,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,79.0,,,,,,6.9898214555661164
P49137,MAPKAPK2,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,54.0,,,,5.0
P49841,GSK3B,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,50.0,,,,5.8738849765953685
P53778,MAPK12,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,50.0,,,68.0,5.026872146400302
Q15118,PDK1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,87.0,,,,5.0
Q15759,MAPK11,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,50.0,,,70.75,7.503707778453535
Q16539,MAPK14,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,,,,34.85,105.85,,77.0,7.75713928675921
