uniprot_id,hgnc_symbol,canonical_smiles,concentration_100,concentration_500,concentration_1000,concentration_5000,concentration_10000,concentration_50000,concentration_100000,concentration_1000000,activity_value
P42345,MTOR,Nc1ccc(-c2ccc3ncc4ncc(=O)n(C5CCN(CCO)CC5)c4c3c2)cn1,,,95.0,,,,,,7.275724130399211
P11362,FGFR1,CCN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(-c5cccc(OC)c5F)ccc34)cc2)CC1,,,98.0,,,,,,8.537602002101044
P49336,CDK8,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,,,,97.8,,,,,6.931814138253839
O96013,PAK4,CC1CN(C(=O)c2nc(Nc3cc(C4CC4)[nH]n3)c3cc(Cl)ccc3n2)CCN1,80.0,99.0,,100.0,,100.0,,,7.9593983803467125
O00329,PIK3CD,O=c1nc(N2CCOCC2)oc2c(-c3ccccc3)c(OCc3ccccn3)ccc12,,,,,88.87,,,,5.3979400086720375
P11362,FGFR1,COc1cc(C=C2CCC(=Cc3ccc(N4CCCC4)cc3)C2=O)ccc1OC(=O)C(C)C,,,,,,94.9,,,5.0
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(CN5CCOCC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,2.0,7.536107011014093
P35968,KDR,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c4ccccc34)c2cc1OC,,,,,99.05,,,,7.539180168611481
P42345,MTOR,COc1ccc(-c2cc3c(cc2F)ncc2ncc(=O)n(C4CCN(CC#N)CC4)c23)cc1,,,95.0,,,,,,7.221848749616356
P35968,KDR,CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)nc2n1C1CCCC1,,,0.0,,,,,,5.0
P11362,FGFR1,COc1cc(C=CC(=O)C=Cc2ccc(N3CCCC3)cc2)ccc1O,,,,,,83.0,,,5.031517051446065
P15056,BRAF,COCCCNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,0.3,7.446116973356125
P35968,KDR,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(-n2cccc2CN2CCN(C)CC2)cc1)c1ccccc1,,,93.7,,,,,,7.236572006437063
O00329,PIK3CD,COc1ccc(-c2c(OCc3cccnc3)ccc3c(=O)nc(N4CCOCC4)oc23)cc1,,,,,87.8,,,,5.552841968657781
P43405,SYK,CN1C(=O)CCc2cc(NC(=O)c3n[nH]c4ccccc34)ccc21,,,,,,94.0,,,5.494850021680094
P11309,PIM1,N#Cc1c(-c2cccs2)cc(-c2cc3c(ccc4ccccc43)oc2=O)[nH]c1=O,,,,,,,,89.0,6.026872146400302
P30530,AXL,COC(=O)c1c[nH]c2ncc(-c3ccccc3)cc12,,,,,70.0,,,,5.958607314841775
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5ccc(N)nc5)cc4c32)CC1,,,101.0,,,,,,8.152434351147987
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCC(=O)O)ncn2)CC1,,,,,,,,6.6,7.095825631715837
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(OCC5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,3.7,6.619788758288394
Q96GD4,AURKB,O=C(Nc1ccc(Cl)cc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1,,,100.0,,,,,,6.920818753952375
O60885,BRD4,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc(NCc3ccc(C#N)cc3)c2)n2cncc2c1=O,,,85.0,,,,,,6.600329725273209
O60885,BRD4,CCS(=O)(=O)c1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3cncn23)c1,,,98.0,,,,,,6.585026652029182
P49759,CLK1,COc1ccc2sc(C(=O)N(C)Cc3cccc(F)c3)cc2c1,54.35,,92.0,,,,,,8.158026434624244
P49760,CLK2,COc1ccc2sc(C(=O)N(C)Cc3cccc(F)c3)cc2c1,,,86.0,,,,,,7.718966632752273
Q13627,DYRK1A,COc1ccc2sc(C(=O)N(C)Cc3cccc(F)c3)cc2c1,,,72.0,,,,,,6.468521082957745
Q9HAZ1,CLK4,COc1ccc2sc(C(=O)N(C)Cc3cccc(F)c3)cc2c1,,,101.0,,,,,,8.638272163982407
Q9Y463,DYRK1B,COc1ccc2sc(C(=O)N(C)Cc3cccc(F)c3)cc2c1,,,77.0,,,,,,6.686132779630847
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCN3CCCC3)ncn2)CC1,,,,,,,,0.2,5.821490210475164
P50750,CDK9,CSc1sc(C(N)=O)c2c1-c1sncc1CC2,,,105.0,,,,,,8.399028468299175
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCN3CCOCC3)ncn2)CC1,,,,,,,,2.6,7.665546248849069
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cccc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)CC2)ncn1,,,,,,,,5.1,7.511449283499556
Q96GD4,AURKB,O=C(Nc1ccccc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1,,,91.0,,,,,,6.568636235841013
O96017,CHEK2,Cc1nn(-c2ccccc2)c(Oc2ccc(-c3nc4cc(C(=O)O)ccc4[nH]3)cc2)c1[N+](=O)[O-],50.72,,,96.775,,,,,7.31695670049
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(F)cc4)ccc3C)CC2)ncn1,,,,,,,,24.7,6.696803942579511
P35968,KDR,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c4ccccc34)c2cc1OC,,,,,99.71,,,,7.819750627765999
P42345,MTOR,Cn1cc(-c2cc3c(cc2F)ncc2ncc(=O)n(C4CCN(CC#N)CC4)c23)cn1,,,99.0,,,,,,7.619788758288394
O60885,BRD4,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc(NCc3ccc(F)cc3)c2)n2cncc2c1=O,,,67.0,,,,,,6.331170554486929
P42336,PIK3CA,Cc1nc2nc(Sc3ccccc3)cnc2cc1NC(=O)Nc1ccccc1,,,,,4.0,,,,4.621301985603488
P42345,MTOR,NC(=O)N1CCC(n2c(=O)cnc3cnc4ccc(-c5ccc(N)nc5)cc4c32)CC1,,,100.0,,,,,,8.397940008672037
Q96GD4,AURKB,O=C(Nc1cccc(Cl)c1)Nc1cccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)c1,,,33.0,,,,,,6.0
O60885,BRD4,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)c1ccco1,,,,,,,,97.98,5.688246138944246
P42345,MTOR,CCCn1cnc2c(N3CCOCC3C)cc(-c3ccc(NC(=O)NCC)cc3)nc21,33.0,,,,,,,,6.537602002101044
O00329,PIK3CD,O=c1nc(N2CCOCC2)oc2c(-c3ccccc3)c(OCc3ccncc3)ccc12,,,,,80.8,,,,5.236572006437063
P11362,FGFR1,COc1cc(C=C2CCCC(=Cc3ccc(N4CCCCC4)cc3)C2=O)ccc1OC(=O)C(C)C,,,,,,90.9,,,5.0655015487564325
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCC3CCN(C)CC3)ncn2)CC1,,,,,,,,0.9,6.166273523555024
O96017,CHEK2,Cc1nn(-c2ccccc2)c(Oc2ccc(-c3nc4cc(C(=O)NC(C)C)ccc4[nH]3)cc2)c1[N+](=O)[O-],76.63333333333333,,,96.215,,,,,7.745937231958401
P11362,FGFR1,CCC(=O)Oc1ccc(C=C2CCCC(=Cc3ccc(N4CCCCC4)cc3)C2=O)cc1OC,,,,,,90.2,,,4.823908740944319
P49759,CLK1,COc1ccc2sc(C(=O)N(C)Cc3ccccc3)cc2c1,70.6,,81.0,,,,,,7.348385766876408
Q13627,DYRK1A,COc1ccc2sc(C(=O)N(C)Cc3ccccc3)cc2c1,,,54.0,,,,,,6.281997277324025
P42345,MTOR,COc1ccc(-c2cc3c(cc2F)ncc2ncc(=O)n(C4CCN(CC#N)CC4)c23)cn1,,,99.0,,,,,,7.494850021680094
P49841,GSK3B,COc1cc(NC(C)=O)c2c(c1)C(CC#N)(OC(C)=O)C(=O)N2,,,,,6.98,,,,5.0
Q9BUB5,MKNK1,CC1(C)NC(=O)c2ccc(Nc3ccncn3)cc21,,,84.0,,,,,,6.14835431094067
Q9HBH9,MKNK2,CC1(C)NC(=O)c2ccc(Nc3ccncn3)cc21,,,66.0,,,,,,6.737153737747494
P21675,TAF1,Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C,,,,,,,,63.5,7.886056647693163
P35968,KDR,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(Cn2cccc2CN(C)C)cc1)c1ccccc1,,,90.3,,,,,,6.775324989823222
P11309,PIM1,N#Cc1c(-c2cccc3ccccc23)cc(-c2cccs2)[nH]c1=O,,,,,,,,77.85,5.318758762624412
P30530,AXL,O=C(Nc1ccccc1)c1c[nH]c2ncc(-c3ccccc3)cc12,,,,,18.0,,,,5.0
Q96GD4,AURKB,O=C(Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1)c1ccc(Cl)cc1,,,,,59.0,,,,5.522878745280337
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCCN(C)C)ncn2)CC1,,,,,,,,0.05,7.599620846592924
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,2.5,7.052566278112949
P07949,RET,CC(C)n1nc(-c2cc(CO)on2)c2c(N)ncnc21,18.0,43.0,,,,,,,6.3872161432802645
Q16539,MAPK14,CCCC1=Nc2c(ncnc2[S+]([O-])c2ccccc2)Sc2ccccc21,,,,,73.0,,,,6.013676222949234
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4cc(F)c(-c5cccnc5)cc4c32)CC1,,,96.0,,,,,,7.096910013008056
O00329,PIK3CD,O=c1nc(N2CCOCC2)oc2c(-c3ccc(CO)cc3)c(OCc3ccccc3)ccc12,,,,,84.7,,,,5.512861624522814
P42345,MTOR,N#CCN1CCCC(n2c(=O)cnc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)C1,,,97.0,,,,,,7.259637310505756
P11309,PIM1,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,69.3,,,,,,,,7.113509274827519
P27361,MAPK3,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,59.9,,,,,,,,6.555955204081924
P28482,MAPK1,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,79.4,,,,,,,,7.214670164989233
P49759,CLK1,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,89.4,,,,,,,,8.300596134898367
P49760,CLK2,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,96.9,,,,,,,,8.277782413496627
P49840,GSK3A,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,85.7,,,,,,,,7.431798275933005
P49841,GSK3B,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,63.7,,,,,,,,7.292429823902063
Q13627,DYRK1A,COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,43.7,,,,,,,,7.275724130399211
P00533,EGFR,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,,,,,6.0,,,,5.0
P07333,CSF1R,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,,,,,4.0,,,,5.0
P35968,KDR,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,,,,,19.0,,,,5.0
P52333,JAK3,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,,,,,7.0,,,,5.0
Q06187,BTK,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,,,,,7.0,,,,5.0
Q08881,ITK,C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,,,,,9.0,,,,5.0
P00533,EGFR,O=C(Nc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,69.0,,,,,,,7.717844545019698
P07949,RET,CC(C)n1nc(-c2cc(C3CC3)on2)c(C(N)=O)c1N,,,90.0,,,,,,6.977573391366135
Q14680,MELK,CCN(CC)CCCC(C)Nc1nc(C=Cc2c(Cl)cc(Cl)cc2Cl)nc2ccc(N)cc12,,,,,,98.0,,,5.853871964321762
P42345,MTOR,CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3nc(C)n(CC)c3n2)cc1,30.0,,,,,,,,6.481486060122113
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cccc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3F)CC2)ncn1,,,,,,,,5.1,6.818156412055227
Q96GD4,AURKB,O=C(Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1)Nc1ccc(Cl)c(Cl)c1,,,77.0,,,,,,6.568636235841013
O96017,CHEK2,Cc1nn(-c2ccccc2)c(Oc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)c1[N+](=O)[O-],66.33,,,98.185,,,,,7.508638306165728
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4cccc(C#N)c4)ccc3C)CC2)ncn1,,,,,,,,14.1,6.844663962534939
Q5S007,LRRK2,CCc1nnc(-c2cc(-c3ccc4[nH]ccc4c3)cnc2N)o1,,,,,,77.0,,,5.537602002101044
P07949,RET,CCc1ccc(C#Cc2c3n(c4ncnc(N)c24)CCCC3)cc1,63.6,,,,,,,,6.991399828238083
O60885,BRD4,COc1cccc(CNc2cccc(Oc3ccc(S(C)(=O)=O)cc3-c3cn(C)c(=O)c4cncn34)c2)c1,,,74.0,,,,,,6.543888971733793
P35968,KDR,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(-n2cccc2CN2CCCC2)cc1)c1ccccc1,,,91.9,,,,,,6.815720546015118
P35968,KDR,COc1cc2ncnc(Oc3ccc(NC(=O)NC4(C#N)CCCC4)c4ccccc34)c2cc1OC,,,,,96.5,,,,8.060480747381382
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccccc4)ccc3C)CC2)ncn1,,,,,,,,36.9,6.411168274405793
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCCN3CCOCC3)ncn2)CC1,,,,,,,,1.5,7.73754891026957
O96017,CHEK2,Cc1nn(-c2ccccc2)c(Oc2ccc(-c3nc4cc(C(=O)NC5CCCCC5)ccc4[nH]3)cc2)c1[N+](=O)[O-],89.8,,,100.0,,,,,8.161150909262744
P11362,FGFR1,COc1cc(C=C2CCCC(=Cc3ccc(N4CCOCC4)cc3)C2=O)ccc1OC(=O)C(C)C,,,,,,92.2,,,4.928117992693875
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4cc(F)c(-c5cnn(C(F)F)c5)cc4c32)CC1,,,98.0,,,,,,7.251811972993799
P10721,KIT,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)C1CCCN1,81.0,,,,,,,,6.64198400528889
P16234,PDGFRA,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)C1CCCN1,62.5,,,,,,,,6.757955760630449
P36888,FLT3,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)C1CCCN1,94.0,,,,,,,,8.424238466217528
P11362,FGFR1,C=CC(=O)Nc1cccc(C(F)(F)F)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,,,,,,,,10.0,5.0
P21802,FGFR2,C=CC(=O)Nc1cccc(C(F)(F)F)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,,,,,,,,10.0,5.0
P22607,FGFR3,C=CC(=O)Nc1cccc(C(F)(F)F)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,,,,,,,,10.0,5.0
O00329,PIK3CD,O=c1nc(N2CCOCC2)oc2c(-c3ccc(Cl)cc3)c(OCc3ccncc3)ccc12,,,,,63.3,,,,5.036212172654444
P11309,PIM1,N#Cc1c(-c2cccc3ccccc23)cc(-c2ccc3ccccc3c2)[nH]c1=O,,,,,,,,81.05,4.998266287190999
P15056,BRAF,COCCNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,0.2,7.3655227298392685
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,7.6,6.749579997691106
P42345,MTOR,CCCn1c(C)nc2c(N3CCOCC3C)cc(-c3ccc(NC(=O)NCC)cc3)nc21,19.0,,,,,,,,6.373659632624958
P11309,PIM1,N#Cc1c(-c2cccc3ccccc23)cc(-c2ccc3ccccc3c2)nc1N,,,,,,,,86.5,5.935542010773082
P07949,RET,CC(O)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)no1,59.0,,,,,,,,7.213959371421836
P30530,AXL,COC(=O)c1c[nH]c2ncc(-c3ccsc3)cc12,,,,,79.0,,,,5.657577319177793
Q96GD4,AURKB,O=C(Nc1ccc(Br)cc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1,,,83.0,,,,,,7.045757490560675
P15056,BRAF,CCNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,0.2,7.355561410532162
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)CC1,,,99.0,,,,,,8.522878745280337
O60885,BRD4,O=C(CNc1cc(=O)oc2ccccc12)OCC(=O)c1ccc(Br)cc1,,,,,,,,97.42,5.982966660701219
Q5S007,LRRK2,Cc1ccc(-c2cnc(N)c(-c3cn[nH]c3)c2)cc1,,,,,,,72.0,,4.886056647693163
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)C1,,,99.0,,,,,,7.853871964321762
P11362,FGFR1,CCN(CC)c1ccc(C=CC(=O)C=Cc2ccc(O)c(OC)c2)cc1,,,,,,87.1,,,5.318758762624412
P04049,RAF1,COc1cc2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)c(C)nc2cc1OC,,,,,92.37,,,,6.431798275933005
P04629,NTRK1,O=C(Nc1cccc(C(F)(F)F)c1)Nc1nnc(SCc2nc3ccccc3[nH]c2=O)s1,,,101.5,,92.1,,,,5.6338031200885155
Q96GD4,AURKB,COc1ccc(C(=O)Nc2ccc(CNc3nc4ccc(OCCN5CCOCC5)cc4s3)cc2)cc1,,,,,85.0,,,,6.154901959985743
P11362,FGFR1,COc1cc(C=C2CCC(=Cc3ccc(N4CCCC4)cc3)C2=O)ccc1O,,,,,,81.7,,,5.0
P15056,BRAF,CNc1cc(C2(C(=O)Nc3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,0.9,7.732828271596986
Q96GD4,AURKB,CN(C)CCOc1ccc2nc(NCc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)sc2c1,,,65.0,,,,,,6.494850021680094
Q16539,MAPK14,c1ccc(Sc2ncnc3c2N=C(c2cccnc2)c2ccccc2S3)cc1,,,,,98.0,,,,5.903089986991944
Q5S007,LRRK2,Cn1cc(-c2cc(-c3ccc4c(ccn4C)c3)cnc2N)cn1,,,,,,64.0,,,5.236572006437063
Q5S007,LRRK2,CC1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CC(C)O1,,,,,,0.0,,,8.599799568612026
P35968,KDR,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(Cn2cccc2CN2CCN(C)CC2)cc1)c1ccccc1,,,93.3,,,,,,6.783122281407959
O60885,BRD4,CCS(=O)(=O)c1ccc(Oc2cccc(NCc3ccc(C#N)cc3)c2)c(-c2cn(C)c(=O)c3cncn23)c1,,,100.0,,,,,,7.002621527706186
P35968,KDR,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cnn(C(C)C)c4)c4ccccc34)c2cc1OC,,,,,99.79,,,,9.1249387366083
Q96GD4,AURKB,O=C(Nc1ccc(F)cc1)Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1,,,44.0,,,,,,6.154901959985743
P15056,BRAF,COCCOc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,,,,,,,,20.8,6.600326278518962
O60885,BRD4,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)c1cccc(Cl)c1,,,,,,,,97.12,5.437707135543525
O60885,BRD4,CCS(=O)(=O)c1ccc(Oc2ccc(F)cc2)c(-c2cn(C)c(=O)c3cncn23)c1,,,98.0,,,,,,6.678273661756906
P30530,AXL,COC(=O)c1cc2cc(-c3ccncc3)cnc2[nH]1,,,,,35.0,,,,5.0
Q5S007,LRRK2,Cn1cc(-c2cc(-c3ccc4[nH]ccc4c3)cnc2N)cn1,,,,,,,,75.0,4.886056647693163
P04049,RAF1,COc1cc2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c(C)nc2cc1OC,,,,,99.67,,,,7.0
P15056,BRAF,COc1cc2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c(C)nc2cc1OC,,,,,81.575,,,,6.230587505531048
O60885,BRD4,O=C(c1ccccc1)c1ccc(NS(=O)(=O)c2cccc(Br)c2)cc1,,,,,,,90.0,,4.408490191005345
O96017,CHEK2,Cc1nn(-c2ccc(C#N)cc2)c(Oc2ccc(-c3nc4cc(C(=O)O)ccc4[nH]3)cc2)c1[N+](=O)[O-],64.73,,,98.185,,,,,7.484801349571619
P21802,FGFR2,C=CC(=O)NCc1cccc(Cn2c(=O)c(-c3ccccc3Cl)cc3cnc(NCCCCN(CC)CC)nc32)c1,,,66.0,,,,,,6.0
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4cc(F)c(-c5cn[nH]c5)cc4c32)CC1,,,98.0,,,,,,8.522878745280337
P11362,FGFR1,Cc1n[nH]c2ccc(-c3cc(NC(CO)c4ccccc4)cnc3-c3ccoc3)cc12,,,,,,76.5,,,5.42021640338319
P49841,GSK3B,CCC(=O)Nc1cc(NC(=O)CC)c2c(c1)C(CC#N)(OC(=O)CC)C(=O)N2,,,,,4.45,,,,5.0
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCN3CCN(C)CC3)ncn2)CC1,,,,,,,,0.7,6.142709395580234
P11362,FGFR1,COc1cc(C=C2CCC(=Cc3ccc(N4CCOCC4)cc3)C2=O)ccc1OC(=O)C(C)C,,,,,,77.0,,,4.982966660701219
P11362,FGFR1,C=CC(=O)Nc1cccc(F)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,,,,,,,,10.0,6.209116961786745
P21802,FGFR2,C=CC(=O)Nc1cccc(F)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,,,,,,,,10.0,6.401318914877372
P22607,FGFR3,C=CC(=O)Nc1cccc(F)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,,,,,,,,10.0,5.366531544420414
Q96GD4,AURKB,O=C(Nc1ccccc1)Nc1cccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)c1,,,37.0,,,,,,5.508638306165727
O60885,BRD4,CN(CCCNc1cc(=O)oc2ccccc12)C(=O)C(C)(C)C,,,,,,,,96.22,5.341035157335565
P35968,KDR,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c4cccnc34)c2cc1OC,,,,,98.9,,,,7.746544637224241
P42345,MTOR,Cc1ccc(-c2cc3c(cc2F)ncc2ncc(=O)n(C4CCN(CC#N)CC4)c23)cn1,,,95.0,,,,,,7.167491087293763
P30530,AXL,O=C(O)c1cccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)c1,,,,,94.0,,,,6.047691990337875
P42345,MTOR,CCCn1cnc2c(N3CCOCC3)cc(-c3ccc(NC(=O)NCC)cc3)nc21,23.0,,,,,,,,6.399027104313252
P15056,BRAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCO)ncn2)CC1,,,,,,,,0.4,7.501689446210399
P00533,EGFR,COc1ccc(-c2nnc(-n3c(-c4ccccc4)nc4cc(Cl)ccc4c3=O)s2)cc1,,,,78.0,,,,,7.086315363473087
P00533,EGFR,O=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,89.9,,,,,,,8.050609993355087
P49759,CLK1,COc1ccc2sc(C(=O)NCc3ccccc3)cc2c1,59.4,,,,,,,,7.075720713938118
P15056,BRAF,CNc1cc(C2(C(=O)Nc3c(F)ccc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3F)CC2)ncn1,,,,,,,,14.5,6.6252516539898965
O00329,PIK3CD,O=c1nc(N2CCOCC2)oc2c(-c3cc4ccccc4s3)c(OCc3cccnc3)ccc12,,,,,75.6,,,,5.568636235841013
P11309,PIM1,N#Cc1c(-c2cccc3ccccc23)cc(-c2cc3c(ccc4ccccc43)oc2=O)[nH]c1=O,,,,,,,,79.54,5.8326826652518236
P30530,AXL,COC(=O)c1c[nH]c2ncc(-c3ccncc3)cc12,,,,,97.0,,,,5.7447274948966935
Q16539,MAPK14,[O-][S+](c1ccc(Cl)cc1)c1ncnc2c1N=C(c1ccccc1)c1cc(Cl)ccc1S2,,,,,98.0,,,,6.068033885271827
P52333,JAK3,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4ccccc4[nH]3)n[nH]c2c1,,,85.0,,,,,,7.777283528852417
P42345,MTOR,N#CCN1CCC(n2c(=O)cnc3cnc4cc(F)c(-c5cnc6ccccc6c5)cc4c32)CC1,,,100.0,,,,,,7.455931955649724
